link,title,author,published,updatedate,chapters,language,words,kudos,comments,bookmarks,hits,warning,mainship,relationship,characters,tags,summary,rating,series,chapter,chapter_max,completion,currentdate,datediff_pub,datediff,classification,lastauthorupdate,firstauthorupdate,author_lastupdate_diff,daysactive,daysincefirtupload,author_activity,num_relationship,num_characters,num_tags
https://archiveofourown.org/works/46931593,I Lie Awake Next to You,Meguran,2023-05-03,2023-05-11,5/?,English,"6,778",102,44,4,"1,910",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, Quill Kipps, Holly Munro","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, Quill Kipps, Holly Munro",Lockwood and Lucy share a bed,Explicit,not a series,5,?,incomplete,2023-05-12,9.0,1.0,multichapter(updating),2023-05-11,2023-04-19,1.0,22.0,23.0,active,3,5,5
https://archiveofourown.org/works/47109271,Undying Devotion,Katie_500,2023-05-11,2023-05-11,1/1,English,"1,003",55,12,3,316,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, Quill Kipps, Holly Munro","Lucy Carlyle, Anthony Lockwood","Lucy Carlyle, Anthony Lockwood","Set immediately after the last scene in The Empty Grave, what happened on that walk?""I saw it in his eyes the moment he spotted the glint of blue and gold against my skin. The slight widening of his stare, then the creasing at the corners when he smiled. The dawning realisation that I had said yes to more than just a walk.""",General Audiences,not a series,1,1,completed,2023-05-12,1.0,1.0,oneshot,2023-05-11,2023-05-11,1.0,0.0,1.0,active,5,2,2
https://archiveofourown.org/works/46936312,Wish You Were Here,YellowBelly,2023-05-04,2023-05-11,2/15,English,"4,828",33,6,1,160,No Archive Warnings Apply,Lucy Carlyle & Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Norrie White, Quill Kipps","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Norrie White, Quill Kipps","Lucy Carlyle never found that advertisement in the paper, and is an unlicensed freelancer trying to stay under DEPRAC's radar while working solo in London. Lockwood's fresh off a case gone horribly wrong, and just wants his best friend back. Lucy can relate. Maybe they can both get what they want. If, of course, they manage to survive that long.",Teen And Up Audiences,not a series,2,15,incomplete,2023-05-12,8.0,1.0,multichapter(updating),2023-05-11,2023-05-04,1.0,7.0,8.0,active,2,5,5
https://archiveofourown.org/works/47108281,Just Beyond The Walls Around Us,YveNi,2023-05-11,2023-05-11,1/6,English,"3,504",19,6,2,79,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Norrie White, Quill Kipps","Anthony Lockwood, George Cubbins | George Karim, Lucy Carlyle, Holly Munro, Quill Kipps, Arif (Lockwood & Co.), Lots of Original Characters","Anthony Lockwood, George Cubbins | George Karim, Lucy Carlyle, Holly Munro, Quill Kipps, Arif (Lockwood & Co.), Lots of Original Characters","The young boy held up his hand, stopping Arthur’s rambling, “No problem. You were right.”Arthur stiffened, his blood going even colder as he noticed Anthony Lockwood had not looked away from a point beyond the gate, the exact spot he had been clinging to moments before. He spun around, a futile attempt to see what the boy was staring at. All Arthur got was the same sense of wrongness that had followed him from his car.“There’s really… ?” His voice was barely audible.“Yup, you’ve got yourself a friend.”-Or the 5 times the community of Portland Row enlisted the help of A.J. Lockwood & Co, and the one time the community helped them.Also accidentally turned into a beginnings of the agency story",General Audiences,not a series,1,6,incomplete,2023-05-12,1.0,1.0,multichapter(updating),2023-05-11,2023-04-28,1.0,13.0,14.0,active,5,7,7
https://archiveofourown.org/works/46103200,"i’m just trying to keep my love alive (bartender, our loves alive)",blackwoodhart,2023-03-29,2023-05-11,2/?,English,"7,229",96,15,11,802,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Anthony Lockwood, George Cubbins | George Karim, Lucy Carlyle, Holly Munro, Quill Kipps, Arif (Lockwood & Co.), Lots of Original Characters","Lucy Carlyle, Anthony Lockwood","Lucy Carlyle, Anthony Lockwood","Lucy Carlyle thought she would never be an Agent again, not after what happened to Norrie all those years ago. That is, until one night when Lockwood and Co. find themselves looking for a post shift drink in her bar. When Lockwood invites her into his world, the one she was trying to ignore so intently, how could she say no?Not when he looks at her like that./OR:Locklyle Bartender!Lucy AU where Lockwood won't stop coming to visit her at work after the first night",Teen And Up Audiences,not a series,2,?,incomplete,2023-05-12,44.0,1.0,multichapter(updating),2023-05-11,2023-03-29,1.0,43.0,44.0,active,7,2,2
https://archiveofourown.org/works/47039815,Ruination,CryptidKatie,2023-05-08,2023-05-11,2/4,English,"3,289",52,23,3,548,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim",They were lucky to have gotten this job. Never mind that the job hit a little too close to home with star-crossed lovers who were never able to love each other openly. That definitely won't cause any problems for the strongest Listener since Marissa Fittes.,Mature,not a series,2,4,incomplete,2023-05-12,4.0,1.0,multichapter(updating),2023-05-11,2023-04-27,1.0,14.0,15.0,active,2,3,3
https://archiveofourown.org/works/47019994,Dusk Till Dawn,lucawindmover,2023-05-07,2023-05-11,2/6,English,"5,439",133,34,8,997,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","""You can hear it in the silence. You can feel it on the way home. You can see it with the lights out.""orFive times Lucy and Lockwood are trapped and the one time they aren't.",Teen And Up Audiences,not a series,2,6,incomplete,2023-05-12,5.0,1.0,multichapter(updating),2023-05-11,2023-05-07,1.0,4.0,5.0,active,3,3,3
https://archiveofourown.org/works/47103748,new year’s day,brekkerdear,2023-05-11,2023-05-11,1/?,English,"2,562",26,4,3,124,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, Holly Munro's Girlfriend, Flo Bones","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, Holly Munro's Girlfriend, Flo Bones","Holly is on holiday and George has to go on a trip to South London. Lockwood is on his own for a week and a half. In George's absence, an associate with whom he is conducting research on a complex case must stop by 35 Portland Row to pick up some notes. What if the girl keeps dropping by Portland Row every day?(AU where lucy works as a freelancer, and never was part of lockwood & co)",Not Rated,not a series,1,?,incomplete,2023-05-12,1.0,1.0,multichapter(updating),2023-05-11,2023-05-08,1.0,3.0,4.0,active,3,7,7
https://archiveofourown.org/works/46473562,silver coats & silver linings,songbird07,2023-04-13,2023-05-12,14/15,English,"66,583",27,77,4,542,No Archive Warnings Apply,Kat Godwin & Quill Kipps & Ned Shaw & Bobby Vernon,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, Holly Munro's Girlfriend, Flo Bones","Quill Kipps, Kat Godwin, Ned Shaw, Bobby Vernon, Anthony Lockwood, Lucy Carlyle, George Karim, Original Male Character(s), Original Female Character(s)","Quill Kipps, Kat Godwin, Ned Shaw, Bobby Vernon, Anthony Lockwood, Lucy Carlyle, George Karim, Original Male Character(s), Original Female Character(s)","Reflections on the Fittes crew over the years through the eyes of their supervisor, as he looks back on the fleeting moments they shared and the life he's living now. Events follow Kipps post-promotion to post-Empty Grave, as the past catches up with him and he has to reevaluate who he is and what his place in the world is, now that the ground beneath his feet is falling away.Or: There are some things that can never be fixed. But there are some things that just might be still worth gathering up and holding tight, even if it all feels broken glass in your hand at first. This feels like the end because you're young - and it feels like the end because you lost your childhood so young. But not all that is lost is lost forever, and not all hope leads you straight off the precipice. Quill Kipps still has a lot to learn - he still hasn't gotten used to life after staring into the darkness of an open grave. And yet there is still grace, even in this brokenness, even in the things he thinks have been lost forever.",Teen And Up Audiences,"Quill Kipps, Kat Godwin, Ned Shaw, Bobby Vernon, Anthony Lockwood, Lucy Carlyle, George Karim, Original Male Character(s), Original Female Character(s)",14,15,incomplete,2023-05-12,29.0,0.0,multichapter(updating),2023-05-12,2023-03-14,0.0,59.0,59.0,active,7,9,9
https://archiveofourown.org/works/45308677,"Rising, Rising",barronsfever (historyofbellarke),2023-02-25,2023-05-11,16/16,English,"4,392",449,139,27,"7,202",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Quill Kipps, Kat Godwin, Ned Shaw, Bobby Vernon, Anthony Lockwood, Lucy Carlyle, George Karim, Original Male Character(s), Original Female Character(s)",,"Quill Kipps, Kat Godwin, Ned Shaw, Bobby Vernon, Anthony Lockwood, Lucy Carlyle, George Karim, Original Male Character(s), Original Female Character(s)","Series of unconnected, requested Locklyle drabbles. All request are from our discord. Updating as I write them.  Ratings vary by story. Title and chapter titles from Rising - Julia Lester, HSMTMTSRequest 1: Waking up2: Bindings/ties3: Definitely not a date4: Hurt/Comfort after Lockwood is overwhelmed by his Talent5: Bickering about mysteries6: Kissing to avoid being caught7: Toast8: ""We just went to get donuts!""9: H/C after Lucy overwhelmed by her Talent10: Soulmates show each other's injuries11: Sharing the armchair12: Touch-starved13: ""I'm arriving""14: ""On your knees""15: London will burn16: ""Are you ever going to tell her?""(Marked complete but taking other requests if you have them)",Not Rated,not a series,16,16,completed,2023-05-12,76.0,1.0,multichapter(complete),2023-05-11,2023-01-30,1.0,101.0,102.0,active,9,0,9
https://archiveofourown.org/works/47099179,You'll watch the stars while I'm watching you,MonsterbananaTV,2023-05-11,2023-05-11,1/1,English,"1,418",77,10,5,454,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Quill Kipps, Kat Godwin, Ned Shaw, Bobby Vernon, Anthony Lockwood, Lucy Carlyle, George Karim, Original Male Character(s), Original Female Character(s)","Lucy Carlyle, Anthony Lockwood","Lucy Carlyle, Anthony Lockwood","He tried to watch the shower, he really did, but as lovely as it was it couldn’t hold a candle to the girl lying next to him.Or Lockwood and Lucy go stargazing and Lockwood spends the whole time watching Lucy instead",General Audiences,not a series,1,1,completed,2023-05-12,1.0,1.0,oneshot,2023-05-11,2023-03-23,1.0,49.0,50.0,active,9,2,2
https://archiveofourown.org/works/47095669,Ground Me,ScienceFantasy93,2023-05-11,2023-05-11,1/1,English,"2,500",105,12,7,689,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood","Lucy Carlyle, Anthony Lockwood","Lucy Carlyle, Anthony Lockwood","“Lucy,” Lockwood’s voice took on a softer quality. Warm and rich and comforting, like hot cocoa on a stormy winter’s day. “Was it the case tonight?”Startled, she nodded despite herself.“What affected you? Was it the ghost? The Changer?”“Yeah,” she mumbled, tucking a strand of hair behind her ear angrily, as if it had personally offended her. “It was the Changer.” Or: After a job, Lucy has a panic attack and finally opens up about her past to Lockwood.",Teen And Up Audiences,not a series,1,1,completed,2023-05-12,1.0,1.0,oneshot,2023-05-11,2023-01-31,1.0,100.0,101.0,active,2,2,2
https://archiveofourown.org/works/47093263,unacceptable,atlabeth,2023-05-10,2023-05-10,1/1,English,"1,076",5,0,0,63,No Archive Warnings Apply,Anthony Lockwood/Reader,"Lucy Carlyle, Anthony Lockwood","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","You and Lockwood don't shy away from your relationship, even in your line of work. Apparently, it hasn't gone unnoticed by your colleagues.",General Audiences,not a series,1,1,completed,2023-05-12,2.0,2.0,oneshot,2023-05-10,2023-05-10,2.0,0.0,2.0,active,2,3,3
https://archiveofourown.org/works/47088046,Another Stray for 35 Portland Row,theinvisiblefangirl,2023-05-10,2023-05-10,2/2,English,"11,718",5,0,2,132,Graphic Depictions Of Violence,Anthony Lockwood/Reader,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","Anthony Lockwood, Reader, Lucy Carlyle, Holly Munro, George Cubbins | George Karim, The Skull (Lockwood & Co.), a few ghosts for good measure","Anthony Lockwood, Reader, Lucy Carlyle, Holly Munro, George Cubbins | George Karim, The Skull (Lockwood & Co.), a few ghosts for good measure","Everyone knows that Talent fades. It’s one of the few certainties of life with the Problem. Somewhere between your late teens and your early twenties, the tap dries up. Gradually, the visitors fade from bright figures into faint wisps of light that grow ever more transparent until one day the best you get is a blink-and-you’ll-miss-it flutter in your peripheral vision. The chill lingers, as does the chest-penetrating fear. You just can’t see where it’s coming from. Or so you’ve been told, anyway.---A silly little aged-up Touch!Reader x Lockwood fic",Mature,not a series,2,2,completed,2023-05-12,2.0,2.0,multichapter(complete),2023-05-10,2023-05-10,2.0,0.0,2.0,active,3,7,7
https://archiveofourown.org/works/47088667,living for another day,folkssayjesse,2023-05-10,2023-05-10,1/?,English,"1,421",15,2,5,70,No Archive Warnings Apply,George Cubbins | George Karim & Anthony Lockwood,"Anthony Lockwood, Reader, Lucy Carlyle, Holly Munro, George Cubbins | George Karim, The Skull (Lockwood & Co.), a few ghosts for good measure","George Cubbins | George Karim, Anthony Lockwood","George Cubbins | George Karim, Anthony Lockwood","Things were a lot better now that George was around. Of course, Lockwood still had his usual breakdowns. Of course, he barely slept. Of course, his thoughts got the better of him most of the time, which he tried to hide behind a small smile and a joke. He was Lockwood, after all. The bags under his eyes slightly gave away his emotional state that he so carefully hid from others, but the hiding wasn’t necessary most of the time, no-one ever noticed. But now, George did. He saw right through him.",Teen And Up Audiences,not a series,1,?,incomplete,2023-05-12,2.0,2.0,multichapter(updating),2023-05-10,2023-05-10,2.0,0.0,2.0,active,7,2,2
https://archiveofourown.org/works/47088610,fever dream high in the quiet of the night,LucysRapier,2023-05-10,2023-05-10,1/1,English,"3,292",73,9,3,690,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"George Cubbins | George Karim, Anthony Lockwood","Lucy Carlyle, Anthony Lockwood","Lucy Carlyle, Anthony Lockwood","after successfully closing another case, lockwood and lucy decide to work off some of their adrenaline in a way that's becoming all too familiar.",Explicit,not a series,1,1,completed,2023-05-12,2.0,2.0,oneshot,2023-05-10,2023-05-10,2.0,0.0,2.0,active,2,2,2
https://archiveofourown.org/works/45769018,"You, Me and Herons",OctoberSeventeenth,2023-03-15,2023-05-10,11/?,English,"15,722",30,2,2,563,Creator Chose Not To Use Archive Warnings,Flo Bones/George Cubbins | George Karim,"Lucy Carlyle, Anthony Lockwood","Flo Bones, George Cubbins | George Karim, Kat Godwin, Lucy Carlyle, Anthony Lockwood, Quill Kipps, Bobby Vernon, Penelope Fittes","Flo Bones, George Cubbins | George Karim, Kat Godwin, Lucy Carlyle, Anthony Lockwood, Quill Kipps, Bobby Vernon, Penelope Fittes","Flo and George are growing through working and spending time together. And though she is very open about liking him, they still have a long way ahead of them. Kat, Lucy, Lockwood, the Skull, Kipps, Holly and Bobby will also make an appearane.Just some Lockwood&Co Fluff, mostly George/Flo (occasional smut from Ch. 3 forwards, Locklyle from Ch. 7 onwards - but please give Karbones a chance, too). George learns a lot about Flo and vice versa. They figure out their relationship while interacting with all the characters around them.This is mostly set during ""The Hollow Boy"", to fill in the gaps of Flo and George investigating and growing closer.There will be several chapters.",Mature,not a series,11,?,incomplete,2023-05-12,58.0,2.0,multichapter(updating),2023-05-10,2023-03-15,2.0,56.0,58.0,active,2,8,8
https://archiveofourown.org/works/46680625,We Have Never Been Children,AriannaGrace,2023-04-23,2023-05-10,10/?,English,"8,341",119,61,10,"2,303",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Flo Bones, George Cubbins | George Karim, Kat Godwin, Lucy Carlyle, Anthony Lockwood, Quill Kipps, Bobby Vernon, Penelope Fittes","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Montagu Barnes, The Skull (Lockwood & Co.), Anthony Lockwood's tie","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Montagu Barnes, The Skull (Lockwood & Co.), Anthony Lockwood's tie","Inspector Barnes wants her to go home. He gave her a train ticket, basically ordered her to go back to the hell hole that was her mother's house. To give up everything she'd gained by leaving.Luckily, the residents of 35 Portland Road won't let that happen.",Teen And Up Audiences,not a series,10,?,incomplete,2023-05-12,19.0,2.0,multichapter(updating),2023-05-10,2023-04-23,2.0,17.0,19.0,active,8,6,6
https://archiveofourown.org/works/47085442,touch me like nobody else does,official_djungelskog,2023-05-10,2023-05-10,1/1,English,"4,744",17,11,1,370,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Montagu Barnes, The Skull (Lockwood & Co.), Anthony Lockwood's tie","Lucy Carlyle, Anthony Lockwood, The Skull (Lockwood & Co.)","Lucy Carlyle, Anthony Lockwood, The Skull (Lockwood & Co.)","'Oh for fuck’s sake,' a voice cut through the room. It wasn’t just in my head this time, no, it sounded like the voice was coming from the windowsill. 'I’m gone for one bloody week and this is what you two get up to?'Spoilers for TEG!A sequel to my fic ""and I can't recall the last time I was kissed.""Please mind the tags!",Explicit,"Lucy Carlyle, Anthony Lockwood, The Skull (Lockwood & Co.)",1,1,completed,2023-05-12,2.0,2.0,oneshot,2023-05-11,2023-04-07,1.0,34.0,35.0,active,6,3,3
https://archiveofourown.org/works/46516504,you know for me it’s always you,oceanwave_blues,2023-04-15,2023-05-10,6/?,English,"12,991",53,21,5,669,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, The Skull (Lockwood & Co.)","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Flo Bones, Jessica Lockwood, Kat Godwin, Quill Kipps, Mary Carlyle, Lucy Carlyle's Mother, Norrie White, The Skull (Lockwood & Co.), Holly Munro","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Flo Bones, Jessica Lockwood, Kat Godwin, Quill Kipps, Mary Carlyle, Lucy Carlyle's Mother, Norrie White, The Skull (Lockwood & Co.), Holly Munro","Lucy Joan Carlyle was fine. She was sure of it. She was happy. She has a great best friend, great life, great house. Well, calling it a house was a stretch. She had a great apartment. She was great. Absolutely great. In fact, the thought that anyone could think that she was less than great was one she resented deeply.George Karim disagrees. Strongly. He believes Lucy lives in a place of delusion so far away that pigs flying are the norm. Needless to say, George is correct.Or: Locklyle AU where Lucy owns a Bookshop/Cafe threatening to go out of business (hell yeah, two tropes in one :)) and Lockwood is an actor starring in an adaptation of one of George’s books.",Teen And Up Audiences,not a series,6,?,incomplete,2023-05-12,27.0,2.0,multichapter(updating),2023-05-10,2023-04-15,2.0,25.0,27.0,active,3,12,12
